Dataset,Run,Explainer,Probability,P1,P2
25,38,Beta,0.44669962,98,31
25,38,Beta,0.44841626,98,32
25,38,Beta,0.4548312,98,33
25,38,Beta,0.4573368,98,46
25,38,Beta,0.45387316,98,60
25,38,Beta,0.45541397,98,74
25,39,Beta,0.44150814,7,18
25,39,Beta,0.51585245,9,12
25,39,Beta,0.5304335,9,14
25,39,Beta,0.5167379,9,17
25,39,Beta,0.51362103,9,18
25,39,Beta,0.52680075,9,23
25,39,Beta,0.5141933,9,32
25,39,Beta,0.5224033,9,40
25,39,Beta,0.5398757,9,51
25,39,Beta,0.5146071,9,54
25,39,Beta,0.50254333,9,61
25,39,Beta,0.5419121,9,62
25,39,Beta,0.5246959,9,69
25,39,Beta,0.5213086,9,71
25,39,Beta,0.52895296,9,97
25,39,Beta,0.44686353,12,9
25,39,Beta,0.4437815,14,9
25,39,Beta,0.44566563,17,9
25,39,Beta,0.44048432,17,54
25,39,Beta,0.63158655,18,7
25,39,Beta,0.57207304,18,9
25,39,Beta,0.64084303,18,19
25,39,Beta,0.64449346,18,20
25,39,Beta,0.5662261,18,22
25,39,Beta,0.5662554,18,24
25,39,Beta,0.5745459,18,25
25,39,Beta,0.57137716,18,26
25,39,Beta,0.57551044,18,30
25,39,Beta,0.56449986,18,31
25,39,Beta,0.565224,18,32
25,39,Beta,0.56925255,18,33
25,39,Beta,0.56628823,18,39
25,39,Beta,0.570038,18,42
25,39,Beta,0.566628,18,46
25,39,Beta,0.5664254,18,50
25,39,Beta,0.5978406,18,53
25,39,Beta,0.5667789,18,60
25,39,Beta,0.56762713,18,74
25,39,Beta,0.57907075,18,76
25,39,Beta,0.56432676,18,98
25,39,Beta,0.45292017,19,18
25,39,Beta,0.45736727,20,18
25,39,Beta,0.45658365,22,18
25,39,Beta,0.44558778,22,32
25,39,Beta,0.45445684,22,33
25,39,Beta,0.44340733,23,9
25,39,Beta,0.45906156,24,18
25,39,Beta,0.45285308,24,25
25,39,Beta,0.45383692,24,26
25,39,Beta,0.45651734,24,30
25,39,Beta,0.443884,24,31
25,39,Beta,0.45263517,24,32
25,39,Beta,0.4557115,24,33
25,39,Beta,0.4534519,24,74
25,39,Beta,0.4500526,24,98
25,39,Beta,0.45843163,25,18
25,39,Beta,0.46017373,25,24
25,39,Beta,0.4597463,25,26
25,39,Beta,0.45017916,25,32
25,39,Beta,0.4551247,25,42
25,39,Beta,0.4612722,25,60
25,39,Beta,0.46938244,26,18
25,39,Beta,0.46104214,26,24
25,39,Beta,0.46693212,26,25
25,39,Beta,0.45564708,26,31
25,39,Beta,0.46307826,26,32
25,39,Beta,0.46836552,26,33
25,39,Beta,0.4584174,26,39
25,39,Beta,0.45915622,26,42
25,39,Beta,0.45842108,26,74
25,39,Beta,0.4757881,26,76
25,39,Beta,0.46340233,26,98
25,39,Beta,0.44877315,30,18
25,39,Beta,0.45177674,30,24
25,39,Beta,0.44525918,30,33
25,39,Beta,0.46162733,31,18
25,39,Beta,0.45042172,31,24
25,39,Beta,0.45685014,31,26
25,39,Beta,0.4531664,31,32
25,39,Beta,0.44936842,31,33
25,39,Beta,0.46226636,31,42
25,39,Beta,0.44800165,31,50
25,39,Beta,0.4466107,31,74
25,39,Beta,0.4548717,31,98
25,39,Beta,0.45138773,32,9
25,39,Beta,0.4611622,32,18
25,39,Beta,0.45262998,32,22
25,39,Beta,0.46211714,32,24
25,39,Beta,0.45673037,32,25
25,39,Beta,0.45939213,32,26
25,39,Beta,0.45149624,32,31
25,39,Beta,0.4581914,32,33
25,39,Beta,0.44989434,32,46
25,39,Beta,0.45118862,32,98
25,39,Beta,0.4567959,33,18
25,39,Beta,0.45163628,33,22
25,39,Beta,0.4595578,33,24
25,39,Beta,0.4522029,33,26
25,39,Beta,0.45988363,33,30
25,39,Beta,0.45119205,33,31
25,39,Beta,0.45161104,33,32
25,39,Beta,0.45488057,33,42
25,39,Beta,0.4496836,33,74
25,39,Beta,0.46087074,33,98
25,39,Beta,0.44978672,39,18
25,39,Beta,0.44456172,39,26
25,39,Beta,0.44860366,39,42
25,39,Beta,0.44250226,40,9
25,39,Beta,0.45647988,42,18
25,39,Beta,0.45264056,42,25
25,39,Beta,0.46043593,42,26
25,39,Beta,0.4479185,42,31
25,39,Beta,0.45875078,42,33
25,39,Beta,0.45418656,42,39
25,39,Beta,0.45207632,46,18
25,39,Beta,0.45141602,46,32
25,39,Beta,0.44421408,46,50
25,39,Beta,0.4474299,46,98
25,39,Beta,0.45861152,50,18
25,39,Beta,0.44415098,50,31
25,39,Beta,0.4500454,50,46
25,39,Beta,0.44542393,51,9
25,39,Beta,0.45653173,53,18
25,39,Beta,0.43870303,54,9
25,39,Beta,0.44329962,54,17
25,39,Beta,0.44969326,60,18
25,39,Beta,0.4553147,60,25
25,39,Beta,0.44780293,60,98
25,39,Beta,0.45257524,61,9
25,39,Beta,0.44317266,62,9
25,39,Beta,0.4353167,69,9
25,39,Beta,0.4398665,71,9
25,39,Beta,0.45587113,74,18
25,39,Beta,0.44630283,74,24
25,39,Beta,0.46320122,74,26
25,39,Beta,0.44766518,74,31
25,39,Beta,0.4531316,74,33
25,39,Beta,0.45174152,74,98
25,39,Beta,0.4521257,76,18
25,39,Beta,0.45163232,76,26
25,39,Beta,0.44600987,97,9
25,39,Beta,0.46675527,98,18
25,39,Beta,0.4530017,98,24
25,39,Beta,0.45974126,98,26
25,39,Beta,0.45047045,98,31
25,39,Beta,0.45122266,98,32
25,39,Beta,0.45256445,98,33
25,39,Beta,0.45227003,98,46
25,39,Beta,0.44940665,98,60
25,39,Beta,0.45431817,98,74
25,40,Beta,0.44644335,7,18
25,40,Beta,0.5199462,9,12
25,40,Beta,0.52965605,9,14
25,40,Beta,0.5215646,9,17
25,40,Beta,0.5227006,9,18
25,40,Beta,0.52881336,9,23
25,40,Beta,0.50874245,9,32
25,40,Beta,0.5224487,9,40
25,40,Beta,0.54264337,9,51
25,40,Beta,0.5176749,9,54
25,40,Beta,0.5131441,9,61
25,40,Beta,0.55028766,9,62
25,40,Beta,0.5230865,9,69
25,40,Beta,0.52753496,9,71
25,40,Beta,0.52524406,9,97
25,40,Beta,0.444583,12,9
25,40,Beta,0.44361347,14,9
25,40,Beta,0.44162622,17,9
25,40,Beta,0.4411268,17,54
25,40,Beta,0.6352154,18,7
25,40,Beta,0.568843,18,9
25,40,Beta,0.6450623,18,19
25,40,Beta,0.6383655,18,20
25,40,Beta,0.56596905,18,22
25,40,Beta,0.5727882,18,24
25,40,Beta,0.56507146,18,25
25,40,Beta,0.56797713,18,26
25,40,Beta,0.57653636,18,30
25,40,Beta,0.56359076,18,31
25,40,Beta,0.5629622,18,32
25,40,Beta,0.5655878,18,33
25,40,Beta,0.57084924,18,39
25,40,Beta,0.5678138,18,42
25,40,Beta,0.5624429,18,46
25,40,Beta,0.56931156,18,50
25,40,Beta,0.5997377,18,53
25,40,Beta,0.5660925,18,60
25,40,Beta,0.5646127,18,74
25,40,Beta,0.5730274,18,76
25,40,Beta,0.57068396,18,98
25,40,Beta,0.45736444,19,18
25,40,Beta,0.4519543,20,18
25,40,Beta,0.4543636,22,18
25,40,Beta,0.43682817,22,32
25,40,Beta,0.45625737,22,33
25,40,Beta,0.44500196,23,9
25,40,Beta,0.45826986,24,18
25,40,Beta,0.4518666,24,25
25,40,Beta,0.4536562,24,26
25,40,Beta,0.4620025,24,30
25,40,Beta,0.44556102,24,31
25,40,Beta,0.44232568,24,32
25,40,Beta,0.4522549,24,33
25,40,Beta,0.44871324,24,74
25,40,Beta,0.4610233,24,98
25,40,Beta,0.45812407,25,18
25,40,Beta,0.46127158,25,24
25,40,Beta,0.45630825,25,26
25,40,Beta,0.4532528,25,32
25,40,Beta,0.4544898,25,42
25,40,Beta,0.45659727,25,60
25,40,Beta,0.46225137,26,18
25,40,Beta,0.4626279,26,24
25,40,Beta,0.45438355,26,25
25,40,Beta,0.44640487,26,31
25,40,Beta,0.4557438,26,32
25,40,Beta,0.45880494,26,33
25,40,Beta,0.46219644,26,39
25,40,Beta,0.4567457,26,42
25,40,Beta,0.4567507,26,74
25,40,Beta,0.4655478,26,76
25,40,Beta,0.46236083,26,98
25,40,Beta,0.44123477,30,18
25,40,Beta,0.44487286,30,24
25,40,Beta,0.44466224,30,33
25,40,Beta,0.46043575,31,18
25,40,Beta,0.4553785,31,24
25,40,Beta,0.45180255,31,26
25,40,Beta,0.44569296,31,32
25,40,Beta,0.4556735,31,33
25,40,Beta,0.4564986,31,42
25,40,Beta,0.4523665,31,50
25,40,Beta,0.45373568,31,74
25,40,Beta,0.45429614,31,98
25,40,Beta,0.45902047,32,9
25,40,Beta,0.46062583,32,18
25,40,Beta,0.45079046,32,22
25,40,Beta,0.46102613,32,24
25,40,Beta,0.45945436,32,25
25,40,Beta,0.45556197,32,26
25,40,Beta,0.45094058,32,31
25,40,Beta,0.4583637,32,33
25,40,Beta,0.4526241,32,46
25,40,Beta,0.4599536,32,98
25,40,Beta,0.4599333,33,18
25,40,Beta,0.45219243,33,22
25,40,Beta,0.45686024,33,24
25,40,Beta,0.4487295,33,26
25,40,Beta,0.4637556,33,30
25,40,Beta,0.45088878,33,31
25,40,Beta,0.453394,33,32
25,40,Beta,0.45647696,33,42
25,40,Beta,0.46005026,33,74
25,40,Beta,0.4626438,33,98
25,40,Beta,0.44423622,39,18
25,40,Beta,0.44452867,39,26
25,40,Beta,0.44990942,39,42
25,40,Beta,0.4444873,40,9
25,40,Beta,0.4583695,42,18
25,40,Beta,0.45152235,42,25
25,40,Beta,0.45453706,42,26
25,40,Beta,0.44804013,42,31
25,40,Beta,0.4537872,42,33
25,40,Beta,0.45012638,42,39
25,40,Beta,0.46049893,46,18
25,40,Beta,0.4410555,46,32
25,40,Beta,0.4473352,46,50
25,40,Beta,0.4473105,46,98
25,40,Beta,0.4582813,50,18
25,40,Beta,0.44388834,50,31
25,40,Beta,0.44998544,50,46
25,40,Beta,0.45029613,51,9
25,40,Beta,0.44927648,53,18
25,40,Beta,0.44472295,54,9
25,40,Beta,0.44551793,54,17
25,40,Beta,0.4619576,60,18
25,40,Beta,0.45292562,60,25
25,40,Beta,0.45376226,60,98
25,40,Beta,0.44529468,61,9
25,40,Beta,0.44140387,62,9
25,40,Beta,0.43586048,69,9
25,40,Beta,0.43940997,71,9
25,40,Beta,0.4525792,74,18
25,40,Beta,0.45354024,74,24
25,40,Beta,0.44912583,74,26
25,40,Beta,0.44317105,74,31
25,40,Beta,0.4510123,74,33
25,40,Beta,0.45549574,74,98
25,40,Beta,0.45370167,76,18
25,40,Beta,0.4486416,76,26
25,40,Beta,0.4481946,97,9
25,40,Beta,0.46078905,98,18
25,40,Beta,0.45580333,98,24
25,40,Beta,0.45431426,98,26
25,40,Beta,0.4432939,98,31
25,40,Beta,0.44769418,98,32
25,40,Beta,0.4552978,98,33
25,40,Beta,0.451279,98,46
25,40,Beta,0.4525912,98,60
25,40,Beta,0.4570949,98,74
25,41,Beta,0.44878462,7,18
25,41,Beta,0.5202814,9,12
25,41,Beta,0.5371523,9,14
25,41,Beta,0.5246559,9,17
25,41,Beta,0.52693146,9,18
25,41,Beta,0.53487337,9,23
25,41,Beta,0.5100442,9,32
25,41,Beta,0.52537996,9,40
25,41,Beta,0.5536561,9,51
25,41,Beta,0.5121957,9,54
25,41,Beta,0.5140043,9,61
25,41,Beta,0.55009454,9,62
25,41,Beta,0.53273773,9,69
25,41,Beta,0.5453883,9,71
25,41,Beta,0.5369585,9,97
25,41,Beta,0.448596,12,9
25,41,Beta,0.44416475,14,9
25,41,Beta,0.44490024,17,9
25,41,Beta,0.43983194,17,54
25,41,Beta,0.6287988,18,7
25,41,Beta,0.5724492,18,9
25,41,Beta,0.64271086,18,19
25,41,Beta,0.6487445,18,20
25,41,Beta,0.5625128,18,22
25,41,Beta,0.57083946,18,24
25,41,Beta,0.566219,18,25
25,41,Beta,0.56724465,18,26
25,41,Beta,0.5777889,18,30
25,41,Beta,0.5598551,18,31
25,41,Beta,0.5652819,18,32
25,41,Beta,0.5696642,18,33
25,41,Beta,0.5689546,18,39
25,41,Beta,0.5705453,18,42
25,41,Beta,0.57031345,18,46
25,41,Beta,0.5681457,18,50
25,41,Beta,0.59898436,18,53
25,41,Beta,0.5716446,18,60
25,41,Beta,0.5773275,18,74
25,41,Beta,0.5743291,18,76
25,41,Beta,0.5729909,18,98
25,41,Beta,0.4527425,19,18
25,41,Beta,0.45436782,20,18
25,41,Beta,0.46044272,22,18
25,41,Beta,0.4419734,22,32
25,41,Beta,0.45361757,22,33
25,41,Beta,0.4407139,23,9
25,41,Beta,0.46046475,24,18
25,41,Beta,0.45534936,24,25
25,41,Beta,0.4575014,24,26
25,41,Beta,0.46807426,24,30
25,41,Beta,0.44578952,24,31
25,41,Beta,0.44337,24,32
25,41,Beta,0.44843334,24,33
25,41,Beta,0.45617852,24,74
25,41,Beta,0.45425805,24,98
25,41,Beta,0.45870534,25,18
25,41,Beta,0.46067804,25,24
25,41,Beta,0.45796323,25,26
25,41,Beta,0.44529453,25,32
25,41,Beta,0.45919523,25,42
25,41,Beta,0.45879364,25,60
25,41,Beta,0.4669725,26,18
25,41,Beta,0.46631297,26,24
25,41,Beta,0.46470577,26,25
25,41,Beta,0.45430094,26,31
25,41,Beta,0.454913,26,32
25,41,Beta,0.45914364,26,33
25,41,Beta,0.46664122,26,39
25,41,Beta,0.46395016,26,42
25,41,Beta,0.45583144,26,74
25,41,Beta,0.46323988,26,76
25,41,Beta,0.46403834,26,98
25,41,Beta,0.45214346,30,18
25,41,Beta,0.4477649,30,24
25,41,Beta,0.44461432,30,33
25,41,Beta,0.46734887,31,18
25,41,Beta,0.45939237,31,24
25,41,Beta,0.4588565,31,26
25,41,Beta,0.45096132,31,32
25,41,Beta,0.44906232,31,33
25,41,Beta,0.45900673,31,42
25,41,Beta,0.4534305,31,50
25,41,Beta,0.4568701,31,74
25,41,Beta,0.45185098,31,98
25,41,Beta,0.4569162,32,9
25,41,Beta,0.45426762,32,18
25,41,Beta,0.4448374,32,22
25,41,Beta,0.45577362,32,24
25,41,Beta,0.4571813,32,25
25,41,Beta,0.45192558,32,26
25,41,Beta,0.44667992,32,31
25,41,Beta,0.4568892,32,33
25,41,Beta,0.45787677,32,46
25,41,Beta,0.44778174,32,98
25,41,Beta,0.4558038,33,18
25,41,Beta,0.44723356,33,22
25,41,Beta,0.46290082,33,24
25,41,Beta,0.45645097,33,26
25,41,Beta,0.45702368,33,30
25,41,Beta,0.44472075,33,31
25,41,Beta,0.44695234,33,32
25,41,Beta,0.45274234,33,42
25,41,Beta,0.456511,33,74
25,41,Beta,0.4570247,33,98
25,41,Beta,0.4449456,39,18
25,41,Beta,0.4461537,39,26
25,41,Beta,0.44815537,39,42
25,41,Beta,0.44337347,40,9
25,41,Beta,0.45722485,42,18
25,41,Beta,0.45281392,42,25
25,41,Beta,0.45524263,42,26
25,41,Beta,0.44514242,42,31
25,41,Beta,0.4468074,42,33
25,41,Beta,0.45832413,42,39
25,41,Beta,0.46635035,46,18
25,41,Beta,0.44218472,46,32
25,41,Beta,0.45147422,46,50
25,41,Beta,0.457571,46,98
25,41,Beta,0.45426807,50,18
25,41,Beta,0.44208676,50,31
25,41,Beta,0.4440712,50,46
25,41,Beta,0.4495923,51,9
25,41,Beta,0.4524064,53,18
25,41,Beta,0.44107231,54,9
25,41,Beta,0.44877037,54,17
25,41,Beta,0.45642772,60,18
25,41,Beta,0.44612744,60,25
25,41,Beta,0.4479686,60,98
25,41,Beta,0.44751757,61,9
25,41,Beta,0.44195536,62,9
25,41,Beta,0.43065038,69,9
25,41,Beta,0.4350104,71,9
25,41,Beta,0.45918944,74,18
25,41,Beta,0.44972494,74,24
25,41,Beta,0.45305297,74,26
25,41,Beta,0.43933487,74,31
25,41,Beta,0.45572338,74,33
25,41,Beta,0.4548912,74,98
25,41,Beta,0.44483858,76,18
25,41,Beta,0.451017,76,26
25,41,Beta,0.44138682,97,9
25,41,Beta,0.45376503,98,18
25,41,Beta,0.45695677,98,24
25,41,Beta,0.4584268,98,26
25,41,Beta,0.44955897,98,31
25,41,Beta,0.4530275,98,32
25,41,Beta,0.45934522,98,33
25,41,Beta,0.4509203,98,46
25,41,Beta,0.4493985,98,60
25,41,Beta,0.45610714,98,74
25,42,Beta,0.44240308,7,18
25,42,Beta,0.5225747,9,12
25,42,Beta,0.5374293,9,14
25,42,Beta,0.52694297,9,17
25,42,Beta,0.5249221,9,18
25,42,Beta,0.5412344,9,23
25,42,Beta,0.5127864,9,32
25,42,Beta,0.5366628,9,40
25,42,Beta,0.550361,9,51
25,42,Beta,0.50979877,9,54
25,42,Beta,0.52391523,9,61
25,42,Beta,0.555252,9,62
25,42,Beta,0.5338585,9,69
25,42,Beta,0.53629905,9,71
25,42,Beta,0.5360456,9,97
25,42,Beta,0.44038028,12,9
25,42,Beta,0.4363373,14,9
25,42,Beta,0.44420952,17,9
25,42,Beta,0.43660757,17,54
25,42,Beta,0.63415515,18,7
25,42,Beta,0.5657649,18,9
25,42,Beta,0.6508463,18,19
25,42,Beta,0.6496083,18,20
25,42,Beta,0.5702279,18,22
25,42,Beta,0.57371086,18,24
25,42,Beta,0.5695873,18,25
25,42,Beta,0.5631544,18,26
25,42,Beta,0.57985634,18,30
25,42,Beta,0.56936747,18,31
25,42,Beta,0.56439465,18,32
25,42,Beta,0.5727389,18,33
25,42,Beta,0.5734023,18,39
25,42,Beta,0.57513213,18,42
25,42,Beta,0.56492966,18,46
25,42,Beta,0.5717965,18,50
25,42,Beta,0.60844874,18,53
25,42,Beta,0.57045513,18,60
25,42,Beta,0.583128,18,74
25,42,Beta,0.5758215,18,76
25,42,Beta,0.57584065,18,98
25,42,Beta,0.45929942,19,18
25,42,Beta,0.455464,20,18
25,42,Beta,0.45801517,22,18
25,42,Beta,0.44952774,22,32
25,42,Beta,0.45568442,22,33
25,42,Beta,0.43594712,23,9
25,42,Beta,0.45969078,24,18
25,42,Beta,0.4564918,24,25
25,42,Beta,0.45298707,24,26
25,42,Beta,0.4529116,24,30
25,42,Beta,0.45056984,24,31
25,42,Beta,0.4492244,24,32
25,42,Beta,0.45533082,24,33
25,42,Beta,0.4622583,24,74
25,42,Beta,0.44946772,24,98
25,42,Beta,0.45927158,25,18
25,42,Beta,0.45885098,25,24
25,42,Beta,0.45202953,25,26
25,42,Beta,0.45083848,25,32
25,42,Beta,0.45601124,25,42
25,42,Beta,0.45820665,25,60
25,42,Beta,0.47025332,26,18
25,42,Beta,0.46182334,26,24
25,42,Beta,0.45726386,26,25
25,42,Beta,0.45555165,26,31
25,42,Beta,0.45939082,26,32
25,42,Beta,0.46232304,26,33
25,42,Beta,0.46410504,26,39
25,42,Beta,0.45988002,26,42
25,42,Beta,0.4647463,26,74
25,42,Beta,0.4677885,26,76
25,42,Beta,0.45758906,26,98
25,42,Beta,0.44602138,30,18
25,42,Beta,0.4456882,30,24
25,42,Beta,0.45361957,30,33
25,42,Beta,0.46543643,31,18
25,42,Beta,0.45170406,31,24
25,42,Beta,0.44980255,31,26
25,42,Beta,0.44598937,31,32
25,42,Beta,0.447938,31,33
25,42,Beta,0.4535515,31,42
25,42,Beta,0.4557378,31,50
25,42,Beta,0.45516798,31,74
25,42,Beta,0.446935,31,98
25,42,Beta,0.45851547,32,9
25,42,Beta,0.46306103,32,18
25,42,Beta,0.45018408,32,22
25,42,Beta,0.44848862,32,24
25,42,Beta,0.45472792,32,25
25,42,Beta,0.4526696,32,26
25,42,Beta,0.44497007,32,31
25,42,Beta,0.45310318,32,33
25,42,Beta,0.45171815,32,46
25,42,Beta,0.45581704,32,98
25,42,Beta,0.45959756,33,18
25,42,Beta,0.44389552,33,22
25,42,Beta,0.45979282,33,24
25,42,Beta,0.44905576,33,26
25,42,Beta,0.46348417,33,30
25,42,Beta,0.45278022,33,31
25,42,Beta,0.4533025,33,32
25,42,Beta,0.45227188,33,42
25,42,Beta,0.45827782,33,74
25,42,Beta,0.45835727,33,98
25,42,Beta,0.45684204,39,18
25,42,Beta,0.4480482,39,26
25,42,Beta,0.44177085,39,42
25,42,Beta,0.43677765,40,9
25,42,Beta,0.4670834,42,18
25,42,Beta,0.45289478,42,25
25,42,Beta,0.45703378,42,26
25,42,Beta,0.45464087,42,31
25,42,Beta,0.45807567,42,33
25,42,Beta,0.45854145,42,39
25,42,Beta,0.44935796,46,18
25,42,Beta,0.44631425,46,32
25,42,Beta,0.44786352,46,50
25,42,Beta,0.45179728,46,98
25,42,Beta,0.45517159,50,18
25,42,Beta,0.44755757,50,31
25,42,Beta,0.4465427,50,46
25,42,Beta,0.45348877,51,9
25,42,Beta,0.44661024,53,18
25,42,Beta,0.44181675,54,9
25,42,Beta,0.44849923,54,17
25,42,Beta,0.45142588,60,18
25,42,Beta,0.44974965,60,25
25,42,Beta,0.45370752,60,98
25,42,Beta,0.44210255,61,9
25,42,Beta,0.44885597,62,9
25,42,Beta,0.44267792,69,9
25,42,Beta,0.44307622,71,9
25,42,Beta,0.45928437,74,18
25,42,Beta,0.4580954,74,24
25,42,Beta,0.44565907,74,26
25,42,Beta,0.4529012,74,31
25,42,Beta,0.45556894,74,33
25,42,Beta,0.45851883,74,98
25,42,Beta,0.45796353,76,18
25,42,Beta,0.44882163,76,26
25,42,Beta,0.44005117,97,9
25,42,Beta,0.45747355,98,18
25,42,Beta,0.45580953,98,24
25,42,Beta,0.45171475,98,26
25,42,Beta,0.45359492,98,31
25,42,Beta,0.452656,98,32
25,42,Beta,0.46179062,98,33
25,42,Beta,0.44376665,98,46
25,42,Beta,0.45063785,98,60
25,42,Beta,0.4554497,98,74
25,43,Beta,0.44650653,7,18
25,43,Beta,0.5287861,9,12
25,43,Beta,0.54360306,9,14
25,43,Beta,0.53755325,9,17
25,43,Beta,0.5206459,9,18
25,43,Beta,0.5417005,9,23
25,43,Beta,0.51101446,9,32
25,43,Beta,0.53726876,9,40
25,43,Beta,0.5531553,9,51
25,43,Beta,0.5145421,9,54
25,43,Beta,0.52131903,9,61
25,43,Beta,0.5562677,9,62
25,43,Beta,0.5337754,9,69
25,43,Beta,0.5422741,9,71
25,43,Beta,0.54146695,9,97
25,43,Beta,0.4431287,12,9
25,43,Beta,0.44094384,14,9
25,43,Beta,0.4436874,17,9
25,43,Beta,0.43428564,17,54
25,43,Beta,0.63494074,18,7
25,43,Beta,0.56868035,18,9
25,43,Beta,0.65336,18,19
25,43,Beta,0.646112,18,20
25,43,Beta,0.5706455,18,22
25,43,Beta,0.57029307,18,24
25,43,Beta,0.57228315,18,25
25,43,Beta,0.56904656,18,26
25,43,Beta,0.5752115,18,30
25,43,Beta,0.56697005,18,31
25,43,Beta,0.56572807,18,32
25,43,Beta,0.57655597,18,33
25,43,Beta,0.5740274,18,39
25,43,Beta,0.57346016,18,42
25,43,Beta,0.5733461,18,46
25,43,Beta,0.57174414,18,50
25,43,Beta,0.6040821,18,53
25,43,Beta,0.57138777,18,60
25,43,Beta,0.5790904,18,74
25,43,Beta,0.57119143,18,76
25,43,Beta,0.57125294,18,98
25,43,Beta,0.4591076,19,18
25,43,Beta,0.45646918,20,18
25,43,Beta,0.460935,22,18
25,43,Beta,0.4493003,22,32
25,43,Beta,0.45629686,22,33
25,43,Beta,0.44286728,23,9
25,43,Beta,0.46449015,24,18
25,43,Beta,0.4584996,24,25
25,43,Beta,0.45075902,24,26
25,43,Beta,0.45473424,24,30
25,43,Beta,0.44906494,24,31
25,43,Beta,0.45201835,24,32
25,43,Beta,0.45608467,24,33
25,43,Beta,0.4562878,24,74
25,43,Beta,0.45500678,24,98
25,43,Beta,0.46652237,25,18
25,43,Beta,0.45536134,25,24
25,43,Beta,0.45111856,25,26
25,43,Beta,0.45613256,25,32
25,43,Beta,0.45255747,25,42
25,43,Beta,0.449737,25,60
25,43,Beta,0.4663581,26,18
25,43,Beta,0.4561578,26,24
25,43,Beta,0.4583625,26,25
25,43,Beta,0.45221668,26,31
25,43,Beta,0.4530184,26,32
25,43,Beta,0.465917,26,33
25,43,Beta,0.46777266,26,39
25,43,Beta,0.46152565,26,42
25,43,Beta,0.46766743,26,74
25,43,Beta,0.466238,26,76
25,43,Beta,0.46566573,26,98
25,43,Beta,0.45089355,30,18
25,43,Beta,0.45152348,30,24
25,43,Beta,0.45057246,30,33
25,43,Beta,0.46095526,31,18
25,43,Beta,0.45781475,31,24
25,43,Beta,0.45580804,31,26
25,43,Beta,0.45064664,31,32
25,43,Beta,0.45623583,31,33
25,43,Beta,0.45840555,31,42
25,43,Beta,0.4518422,31,50
25,43,Beta,0.45195186,31,74
25,43,Beta,0.4568713,31,98
25,43,Beta,0.4613692,32,9
25,43,Beta,0.4619477,32,18
25,43,Beta,0.45362377,32,22
25,43,Beta,0.45424962,32,24
25,43,Beta,0.4543802,32,25
25,43,Beta,0.45186085,32,26
25,43,Beta,0.45251206,32,31
25,43,Beta,0.45778438,32,33
25,43,Beta,0.4521443,32,46
25,43,Beta,0.45611417,32,98
25,43,Beta,0.4581351,33,18
25,43,Beta,0.45130756,33,22
25,43,Beta,0.45289835,33,24
25,43,Beta,0.4523112,33,26
25,43,Beta,0.45784408,33,30
25,43,Beta,0.44782716,33,31
25,43,Beta,0.45237875,33,32
25,43,Beta,0.45699453,33,42
25,43,Beta,0.45949516,33,74
25,43,Beta,0.45060155,33,98
25,43,Beta,0.44501573,39,18
25,43,Beta,0.44383463,39,26
25,43,Beta,0.44595483,39,42
25,43,Beta,0.43876708,40,9
25,43,Beta,0.46128368,42,18
25,43,Beta,0.45628905,42,25
25,43,Beta,0.46132702,42,26
25,43,Beta,0.45450997,42,31
25,43,Beta,0.46499804,42,33
25,43,Beta,0.46037573,42,39
25,43,Beta,0.46064454,46,18
25,43,Beta,0.448298,46,32
25,43,Beta,0.45359108,46,50
25,43,Beta,0.44981045,46,98
25,43,Beta,0.4598186,50,18
25,43,Beta,0.44855338,50,31
25,43,Beta,0.45212618,50,46
25,43,Beta,0.44619814,51,9
25,43,Beta,0.45063034,53,18
25,43,Beta,0.44601113,54,9
25,43,Beta,0.45005596,54,17
25,43,Beta,0.45366654,60,18
25,43,Beta,0.4507123,60,25
25,43,Beta,0.4501042,60,98
25,43,Beta,0.4458604,61,9
25,43,Beta,0.4460563,62,9
25,43,Beta,0.4386141,69,9
25,43,Beta,0.43738395,71,9
25,43,Beta,0.46687794,74,18
25,43,Beta,0.45702016,74,24
25,43,Beta,0.4585767,74,26
25,43,Beta,0.4442042,74,31
25,43,Beta,0.46134356,74,33
25,43,Beta,0.45821172,74,98
25,43,Beta,0.4622548,76,18
25,43,Beta,0.450707,76,26
25,43,Beta,0.4469127,97,9
25,43,Beta,0.46651962,98,18
25,43,Beta,0.4569435,98,24
25,43,Beta,0.45328507,98,26
25,43,Beta,0.44975746,98,31
25,43,Beta,0.44757026,98,32
25,43,Beta,0.45566788,98,33
25,43,Beta,0.45181942,98,46
25,43,Beta,0.44742104,98,60
25,43,Beta,0.4588613,98,74
25,44,Beta,0.4440123,7,18
25,44,Beta,0.5183035,9,12
25,44,Beta,0.54004365,9,14
25,44,Beta,0.5306474,9,17
25,44,Beta,0.5260173,9,18
25,44,Beta,0.5418473,9,23
25,44,Beta,0.5244317,9,32
25,44,Beta,0.53364974,9,40
25,44,Beta,0.5533025,9,51
25,44,Beta,0.5218932,9,54
25,44,Beta,0.531318,9,61
25,44,Beta,0.5573536,9,62
25,44,Beta,0.54449767,9,69
25,44,Beta,0.5444096,9,71
25,44,Beta,0.5370797,9,97
25,44,Beta,0.44025666,12,9
25,44,Beta,0.44077432,14,9
25,44,Beta,0.44530562,17,9
25,44,Beta,0.44582167,17,54
25,44,Beta,0.6384158,18,7
25,44,Beta,0.57931453,18,9
25,44,Beta,0.65857595,18,19
